"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
4151,"Weymouth Rotary Club / Electroswitch / Computech & Weymouth High School","SCRAP","Weymouth","MA","02190",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.171028,-70.948119
4152,"Kimberly-Clark & Huntsville High School","Hoya Robotics","Huntsville","ON","P1H 2A2",2018,247,2012,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",45.32177,-79.2131
4153,"Los Alamos National Laboratory & Los Alamos National Security LLC/Los Alamos National Bank/ASME Northern New Mexico/Neptune & Company/Thornburg Investment Management/The Blackwell-Carroll Group at Morgan Stanley & Los Alamos High","Project Y","Los Alamos","NM","87544",2018,247,2012,"www.team4153.org","USA","US","FRC","FRC","FIRST Robotics Competition",35.866912,-106.265556
4154,"ABB Power Products/Lincoln University & Perpetual Recursion","Perpetual Recursion","Jefferson City","MO","65101",2018,247,2012,"www.capitolcityrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",38.50164,-92.15556
4155,"Texas Workforce Commission & Stratford H S","SHARC","Houston","TX","77079",2018,247,2012,"http://www.team4155.tk/","USA","US","FRC","FRC","FIRST Robotics Competition",29.781784,-95.602535
4156,"University of Illinois at Springfield / Simplex, Inc. & SACRED HEART GRIFFIN HIGH SCHOOL","Ninjaneers","Springfield","IL","62704",2018,247,2012,"http://csclub.uis.edu/frc/","USA","US","FRC","FRC","FIRST Robotics Competition",39.7725,-89.68368
4158,"Friends of Hawaii Robotics/BAE Systems/Pacific Mechanical Technology/Precision Machinery and Tooling/Hawaiian Electric Company/Mitsunaga & Associates, Inc./The Queens Medical Center/SolidWorks/JRD Electrical Service Corp./Veterans United/Edward J Rehfeldt III/Skydiving School Inc/Coffman Engineers/Pacific Architects/The Dela Cruz's/House of Photography/Pacific Beach Hotel/Pacific Jobbers Warehouse/Auto Air and Accessories/Big Island Delights & Leilehua High School","Leilehua Robotics","Wahiawa","HI","96786",2018,247,2012,"www.leilehuarobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",21.503956,-158.032126
4159,"Lowell Alumni Association/Uber/Lowell PTSA/Bechtel Corporation/Solidworks/Patxi's Pizza/The Brin Wojcicki Foundation/NASA/Beronio Lumber/Intuitive Surgical/Accurate Perforating/Genelet&Lowell High","CardinalBotics","San Francisco","CA","94132",2018,247,2012,"http://www.team4159.org","USA","US","FRC","FRC","FIRST Robotics Competition",37.723729,-122.480389
4160,"Qualcomm / CCTE / Lockheed Martin & Mission Bay High","The RoBucs","San Diego","CA","92109",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",32.791495,-117.236899
4161,"Yucaipa Calimesa School District & Yucaipa High","T-Bird TECH","Yucaipa","CA","92399",2018,247,2012,"http://tbirdtech.wixsite.com/tbirdtech","USA","US","FRC","FRC","FIRST Robotics Competition",34.033763,-117.040299
4165,"General Electric / Logan Holl Foundation / NASA Glenn Research Center Office of Education / Amanda Bent Bolt / Logan Rotary Club / KD BBQ / Mike's Lumberyard / Little Italy Pizza & LOGAN HIGH SCHOOL","Appalachian Automation ","LOGAN","OH","43138",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.523862,-82.415172
4166,"NASA/jcpenney & Mora Secondary","Robostang","Mora","MN","55051",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.915556,-93.173056
4167,"Université Laval / Mécanique Boivin / Fusion Jeunesse / BMO / CJECN / Fondation Québec Jeunes & Ecole Jean-de-Brébeuf","Aquilon","Quebec","QC","G1J 3N5",2018,247,2012,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",46.8296,-71.22811
4169,"Amazon Robotics/Heinlein, Beeler, Mingace & Heineman/Raytheon IDS/Resolution Development Services&Lincoln-Sudbury Reg High","Warrior Robotics","Sudbury","MA","01776",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.382955,-71.427696
4171,"Seaside Rotary/Google/Google Glass/Ekocycle/South Bay Driveline/Qualcomm/Monterey Peninsula Unified School District/Nifty Fifties/Pebble Beach Sports Car Club/Vietnam Veterans of Monterey County/Navy&Seaside High","BayBots","Seaside","CA","93955",2018,247,2012,"www.shsbaybots.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",36.608641,-121.837368
4173,"MVSD Public Schools Foundation/OSPI/Affordable 4 R's Construction/Washington State Patrol Troopers Association/NASA/jcpenney/Puget Sound Energy Foundation/H & R Block/Pacific Woodtech/Shell Oil/Tesoro Corp./NVIDIA/Skagit Community Foundation/Anonymous/SeaMar Clincs&Mount Vernon High School","Bulldogs","Mount Vernon","WA","98273",2018,247,2012,"www.mvhsrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",48.407114,-122.324434
4174,"Buffalo Lake-Hector-Stewart Lions Clubs/Form-A-Feed/Stewart Fire Department/Midwest Industrial Tool Grinding, Inc./Medtronics Foundation/Loftness Manufacturing/Suttle & Buffalo Lake-Hector Secondary","Mustangs","Hector","MN","55342",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.742203,-94.718005
4175,"NASA/Roth Enterprise/Basin Waste Water Solutions/Teton Education Foundation & Teton High School","Coded Summit","Driggs","ID","83422",2018,247,2012,"http://roboticsteam4175teton.squarespace.com/","USA","US","FRC","FRC","FIRST Robotics Competition",43.734162,-111.221574
4176,"Comcast Universal/SENSATA TECHNOLOGIES/MODULINE/North Easton Savings Bank&Oliver Ames High","Iron Tigers","North Easton","MA","02356",2018,247,2012,"eastonrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.057491,-71.115498
4179,"2017 FRC Hardship Grant/Florida Legislature&J. M. Tate Senior High School","Tahisco Techs","Cantonment","FL","32533",2018,247,2012,"http://www.tahiscotechs.com","USA","US","FRC","FRC","FIRST Robotics Competition",30.630694,-87.334171
4180,"Electroimpact/Expedia/OSPI/Roosevelt Foundation/Google/IsoFusion & Roosevelt High School","Iron Riders","Seattle","WA","98115",2018,247,2012,"IronRiders.org","USA","US","FRC","FRC","FIRST Robotics Competition",47.683441,-122.291533
4181,"Boston Scientific & Blackduck Secondary","Quack Attack","Blackduck","MN","56630",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",47.814758,-94.539269
4182,"Boston Scientific &Minneota Secondary","Viking Robotics","Minneota","MN","56264",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.563139,-95.985774
4183,"Xerocraft Hackerspace/Donald Pitt Family Foundation/Helen and Marvin Meistrich/Caruso's Italian Restaurant/Cathode Corner/University of AZ College of Engineering/Raytheon Employees/Steven Forbes&City High School","Bit Buckets","Tucson","AZ","85716",2018,247,2012,"http://www.bitbuckets.org","USA","US","FRC","FRC","FIRST Robotics Competition",32.244884,-110.921446
4186,"Abbott Fund/Brin Wojcicki Foundation/Intuitive Surgical/Nvidia/Alameda Education Foundation/Alameda Municipal Power/Mr. Plastics/Pagano's Hardware/SpeedPro Imaging Alameda/Wood Middle School PTA&Alameda Science and Technology Institute&Encinal High&Will C. Wood Middle","Alameda Aztechs","Alameda","CA","94501",2018,247,2012,"http://islandcityrobotics.com/index.html","USA","US","FRC","FRC","FIRST Robotics Competition",37.760574,-122.260375
4187,"Monsanto&Mount Vernon High School","RoboRams","Mount Vernon","IL","62864",2018,247,2012,"www.facebook.com/4187ROBORAMS","USA","US","FRC","FRC","FIRST Robotics Competition",38.31764,-88.909298
4188,"UTC/AFLAC/WestRock/BAH/Lockheed Martin/Kysor Warren/U.S. Army&Columbus High School&Hardaway High School","Columbus Space Program","Columbus","GA","31906",2018,247,2012,"http://columbusspaceprogram.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",32.470086,-84.953402
4189,"Jackson County 4-H","Chargers","Jefferson","GA","30549",2018,247,2012,"http://www.team4189.org","USA","US","FRC","FRC","FIRST Robotics Competition",34.112889,-83.58
4191,"STFA/Turkcell/Fikret Yüksel Foundation/TOPCAM/AVL&TEV Inanc Turkes High School","IMC","Kocaeli","41","41490",2018,247,2012,"http://imc.tevitol.org","Turkey","TR","FRC","FRC","FIRST Robotics Competition",0,0
4192,"NASA/Texas Workforce Commission/Lewisville Education Foundation/Lewisville independent school district/Lockheed Martin & Flower Mound H S","Jaguar Robotics","Flower Mound","TX","75022",2018,247,2012,"www.fmhsrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.014444,-97.096667
4193,"Lockheed Martin & South Cobb High School","Raptors","Austell","GA","30106",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.835384,-84.630102
4195,"United Technologies (UTC) / Boys & Girls Clubs NWGA / GE Power & Water & Boys & Girls Clubs NWGA & Boys & Girls Club","Genesis","Rome","GA","30161",2018,247,2012,"www.bgcnwga.org","USA","US","FRC","FRC","FIRST Robotics Competition",34.24549,-85.109805
4196,"Gardner Denver/Knapheide/Titan/Gates Air/Dot Foods/Awerkamps Machine Co./H&B Quality Tooling","QAVTC Devils","Quincy","IL","62301",2018,247,2012,"qavtcdevils.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.931262,-91.37972
4198,"Medtronic & Waconia Senior High","RoboCats","Waconia","MN","55387",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.847413,-93.788794
4201,"Raytheon/Society of Women Engineers/Wiseburn School District/Northrop Grumman/The Boeing Company/Institute for Creative Technologies, USC/SpaceX/Elite Technologies/MiCIAN/Embrace Apparel & Da Vinci Science","Vitruvian Bots","Hawthorne","CA","90250",2018,247,2012,"https://www.facebook.com/FrcTeam4201TheVitruvianBots","USA","US","FRC","FRC","FIRST Robotics Competition",33.9153,-118.351309
4203,"Corning Life Sciences of Oneonta, NY/Oneonta City School District/Medical Coaches, Inc./Internet Services Division (ISD)/4-H Otsego County/New York Tech Valley FIRST Sponsors/Dewar Foundation/Hartwick College/Munson's  Building Supplies/Home Depot/City of Oneonta NY/Oneonta Rotary Club 4891/Hannaford Supermarket/Benson Agency Real Estate/Five Star Subaru of Oneonta/BJ's of Oneonta/Office Max/Walmart of Oneonta/Eastman Associates&Cornell Cooperative Extension of Schoharie and Otsego Counties, New York&Oneonta Senior High School","RoboKronos","Oneonta","NY","13820",2018,247,2012,"www.robokronos.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.48102,-75.07044
4205,"The Boeing Company/OSPI/Janicki Industries/Tesoro/Sedro Woolley Alumni & School Foundation/Society of Professional Engineering Employees in Aerospace/Resolve Enterprises/Washington State Patrol/First Tech Credit Union/Pinnacle Marine Services/SOLIDWORKS/Pacific Rim Tonewoods/E & E Lumber Inc.&Sedro Woolley Senior High School","ROBOCUBS","Sedro Woolley","WA","98284",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",48.524748,-122.181496
4206,"Variosystems/FIRST in Texas/Texas Workforce Commission/Lockheed Martin/Mouser Electronics/PetMate/Hahnfeld, Hoffer, and Stanford/Meadows Analysis and Design, LLC/Horizon Tech/XS Sight Systems, Inc./Freese and Nichols, Inc./Knights of Colombus/3H Hardware/Hagans Plastics Co., Inc./Leoch Batteries Battery Power Group Ebatteries.com/Unified Graphics and Signs&Nolan Catholic High School","Robo Vikes","Fort Worth","TX","76103",2018,247,2012,"www.team4206.com","USA","US","FRC","FRC","FIRST Robotics Competition",32.747249,-97.265412
4207,"STROM Engineering/Lean Partners/Emerson&Holy Family Catholic High School","PyroBotics","Victoria","MN","55386",2018,247,2012,"robotics.hfchs.org/robotics.php","USA","US","FRC","FRC","FIRST Robotics Competition",44.869314,-93.66893
4209,"Exxon Mobil & Robert E. Lee High School & Family/Community & Lsu Laboratory School","TigerBytes","Baton Rouge","LA","70803",2018,247,2012,"http://www.team4209.org/","USA","US","FRC","FRC","FIRST Robotics Competition",30.408018,-91.188669
4211,"Rolls-Royce/Interactive Intelligence Foundation & FALL CREEK ACADEMY","Psycho Tech","Indianapolis","IN","46052",2018,247,2012,"fallcreek4211.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",40.051603,-86.470531
4212,"University of Illinois Extension/Caterpillar, Inc./Knox College & Knox County","Techno Ferrets","Galesburg","IL","61401",2018,247,2012,"http://www.technoferrets.com/","USA","US","FRC","FRC","FIRST Robotics Competition",40.949094,-90.36929
4213,"Wilbur & Associates/Bridgestone/Crossroads Center/McLean County 4-H&McLean County 4-H","MetalCow Robotics","Bloomington","IL","61704",2018,247,2012,"http://metalcowrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",40.479447,-88.950844
4215,"Scrublin Tool Company, Inc/Coronal Plasma Gasification Solutions/International Council of Systems Engineering/PTC/Trinity School at River Ridge/Anime Detour&Trinity School at River Ridge","Tritons","Saint Paul","MN","55121",2018,247,2012,"http://trinitytritonsrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",44.848185,-93.145649
4216,"Accubilt Inc./State of Michigan/Englewood Electrical Supply/Scott's Total Home Care/Consumers Energy/American Speedy Printing/East Jackson Community Schools&East Jackson High School","Blue Ops Robotics","Jackson","MI","49202",2018,247,2012,"ejhsblueops@gmail.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.264371,-84.410995
4217,"Medtronics & Nashwauk Secondary","Scitobors","Nashwauk","MN","55769",2018,247,2012,"nkrobotics.webs.com","USA","US","FRC","FRC","FIRST Robotics Competition",47.379684,-93.16665
4218,"NASA/BAE & Island Pacific Academy","Navigator Robotics","Kapolei","HI","96707",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",21.333426,-158.094993
4219,"Rackspace/Texas Workforce Commission & Roosevelt H S","R4 Robo Riders","San Antonio","TX","78218",2018,247,2012,"www.neisd.net/eta","USA","US","FRC","FRC","FIRST Robotics Competition",29.5013,-98.397733
4225,"Medtronic & City Academy","RoboCats","Saint Paul","MN","55130",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.944207,-93.005941
4226,"Boston Scientific/Albany Mutual Telephone/Albany JayCees/MidSota Manufacturing/Central MN Manufacturers Assoc/Albany Chrysler/Central MN Credit Union/Polaris/Kolstad Companies & Albany Senior High","Huskies","Albany","MN","56307",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.637483,-94.577068
4229,"3M/Huot Manufacturing & Washington Tech Secondary Magnet","Magnetech","Saint Paul","MN","55117",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.000144,-93.083067
4230,"OPTUM/TriStar/Natural Resources Research Institute (NRRI)/Cirrus Aircraft&Duluth Marshall School","TopperBots ","Duluth","MN","55811",2018,247,2012,"http://www.topperbots4230.com","USA","US","FRC","FRC","FIRST Robotics Competition",46.83738,-92.2014
4231,"OAKVILLE SR. HIGH","Oakville Robotics 3","Saint Louis","MO","63129",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.4644,-90.332031
4232,"The Boeing Company/COPE Plastics & Alton High School","AHS Robotics","Alton","IL","62002",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.901935,-90.165499
4234,"Rolls-Royce & University Heights Preparatory Academy","Bark Botz","Indianapolis","IN","46227",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.674837,-86.127705
4235,"Emerging Technologies, Athens Technical College / Jackson EMC Foundation / Nasa & Madison County High School & Madison County 4H","RoboRaiders","Danielsville","GA","30633",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.160936,-83.242089
4237,"Bosch/Whirlpool/Griffin Tool Inc./Lakeshore Excellence Foundation/Vickers Engineering/Eagle Technologies/Supreme Casting/Midwest Glass/JR Automation /Herald Palladium/Mathnasium/Scott Berry Promotions/Ultra Seal/Modineer/Studio One/Culvers & Lakeshore High School","Team Lance-A-Bot","Stevensville","MI","49127",2018,247,2012,"http://www.lakeshorerobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.016823,-86.516037
4238,"felling trailer / walmart / Medtronic / Bonanza valley bank / WASP / Kandiyohi power / Jennio & Belgrade-Brooten-Elrosa Sec.","BBE Resistance Robotics","Belgrade","MN","56312",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.486795,-94.95527
4239,"Jennie-O Turkey Store/Willmar foundation/Minnwest technology campus/Kandi steel/Monsanto&Willmar Senior High","WARPSPEED","Willmar","MN","56201",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.1167,-95.043173
4240,"Dougherty County Schools/GaFIRST/The Motorola Foundation /National Defense Education Program, DOD Site: Robins AFB/Albany Technical College/NEOS Technologies & Dougherty Comprehensive High School","TroTek Warriors","Albany","GA","31705",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",31.558731,-84.090313
4241,"Vulcan Materials/Caterpillar Inc./KWM Gutterman/NRG Energy/R Berti Building Solutions/Amazon/Flint Hills&Joliet Township HS 204","Joliet Cyborgs ","Joliet","IL","60436",2018,247,2012,"www.jolietcyborgs.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.48964,-88.14534
4242,"Lockheed Martin/Bezos Family Foundation/Capital One/SAE Washington DC&Living Classrooms NCR","Fresh T.E.C.H.","Washington","DC","20003",2018,247,2012,"http://livingclassroomsdc.org/FIRST.html","USA","US","FRC","FRC","FIRST Robotics Competition",38.880908,-76.994494
